iter	RMSE
632	2.558669931
633	2.556103435
634	2.552842753
635	2.549797751
636	2.548189064
637	2.547013915
638	2.54308009
639	2.539903428
640	2.537441159
641	2.533855015
642	2.530696458
643	2.528350068
644	2.525366168
645	2.522605659
646	2.519351001
647	2.515948655
648	2.512527527
649	2.50973119
650	2.507173718
651	2.505369674
652	2.50221231
653	2.498896779
654	2.495250877
655	2.491501462
656	2.488923802
657	2.485997813
658	2.483390661
659	2.481571913
660	2.477943407
661	2.474817211
662	2.472883545
663	2.470401348
664	2.467608254
665	2.465890151
666	2.463028754
667	2.46063699
668	2.456687339
669	2.454081081
670	2.451870772
671	2.449375398
672	2.446437594
673	2.443046052
674	2.440648401
675	2.439064796
676	2.436337651
677	2.433812515
678	2.431443899
679	2.428404285
680	2.426003407
681	2.423601607
682	2.421884337
683	2.419094121
684	2.416174883
685	2.413462516
686	2.411573801
687	2.408707278
688	2.405766178
689	2.403669006
690	2.401067937
691	2.39876104
692	2.396318868
693	2.394225583
694	2.392695674
695	2.390456846
696	2.388296961
697	2.38601504
698	2.383303552
699	2.380726207
